word,sentiment
avidamente,positive
avido,positive
avidos,positive
aviso,negative
avispado,negative
avivar,positive
avivarse,positive
axenico,negative
axfisiante,negative
ay,negative
ay de mí,negative
ayuda,positive
ayuda económica,positive
ayudada,positive
ayudadas,positive
ayudado,positive
ayudados,positive
ayudando,positive
ayudar,positive
azoramiento,negative
azorar,negative
azotar,negative
azote,negative
azucarar,positive
azufre,negative
azuzar,negative
añicos,negative
año catapún,negative
año de la pera,negative
añorar,negative
aúpa,positive
baba,negative
babosa,negative
bacanal,positive
bache,negative
bacteroides,negative
bah,negative
bailar,positive
baile,positive
baja,negative
baja calidad,negative
bajista,negative
bajo,negative
bajon,negative
bajón,negative
baladron,negative
baladronada,negative
balbucear,negative
balbuceo,negative
balbuceos,negative
baldada,negative
baldado,negative
baldao,negative
baldío,negative
bambardeos,negative
bamboleas,negative
bamboleo,negative
bamboleos,negative
bamboleó,negative
banal,negative
bancarrota,negative
bandazo,negative
banzai,positive
baquetear,negative
barato,positive
baratos,positive
barbara,negative
barbaramente,negative
barbaras,negative
barbaridad,negative
barbarie,negative
barbaro,negative
barbaros,negative
barboteo,negative
barbullar,negative
barco naufragado,negative
barrila,negative
barrote,negative
barullo,negative
barullos,negative
basca,negative
bascosidad,negative
bascoso,negative
basico,positive
bastardo,negative
bastardos,negative
basto,negative
bastorra,negative
bastorro,negative
basura,negative
batallador,positive
batallar,negative
batir,positive
bazofia,negative
beateria,positive
beatificar,positive
beato,positive
beca,positive
befa,negative
belico,negative
belicosa,negative
belicosas,negative
belicosidad,negative
belicoso,negative
belicosos,negative
beligerancia,negative
beligerante,negative
beligerantemente,negative
bellaca,negative
bellacas,negative
bellaco,negative
bellacos,negative
bellamente,positive
bellaqueria,negative
belleza,positive
bellezas,positive
bello,positive
bendecida,positive
bendecidas,positive
bendecido,positive
bendecidos,positive
bendecir,positive
bendicion,positive
bendiciones,positive
bendición,positive
bendito,positive
benefactor,positive
benefactores,positive
beneficencia,positive
beneficiado,positive
beneficiar,positive
beneficiaria,positive
beneficiarias,positive
beneficiario,positive
beneficiarios,positive
beneficiarse,positive
beneficias,positive
beneficio,positive
beneficios,positive
beneficiosa,positive
beneficiosamente,positive
beneficiosas,positive
beneficioso,positive
beneficiosos,positive
benefico,positive
beneficos,positive
beneplácito,positive
benevola,positive
benevolas,positive
benevolencia,positive
benevolente,positive
benevolentes,positive
benevolo,positive
benevolos,positive
benignamente,positive
benigno,positive
benéfico,positive
benévolamente,positive
benévolo,positive
berenjenal,negative
berrinche,negative
besar,positive
besarse,positive
beso,positive
besos,positive
bestia,negative
bestial,negative
bezo,negative
bien,positive
bien arreglado,positive
bien definido,positive
bien educado,positive
bien intencionado,positive
bien m,positive
bien situado,positive
bienandanza,positive
bienaventurado,positive
bienaventuranza,positive
bienes,positive
bienestar,positive
bienhechor,positive
bienintencionado,negative
bienquerencia,positive
bienquerer,positive
bienvenida,positive
bienvenidas,positive
bienvenido,positive
bienvenidos,positive
bilioso,negative
bilis,negative
biodegradable,positive
birlar,negative
birria,negative
bisbiseo,negative
bisexualidad,positive
bizantina,negative
bizantinas,negative
bizantino,negative
bizantinos,negative
bizarro,positive
bizbirondo,positive
bizco,positive
blanco,positive
blandengue,negative
blando,positive
blandura,positive
blanquear,negative
blasfema,negative
blasfemar,negative
blasfemas,negative
blasfemia,negative
blasfemo,negative
blasfemos,negative
blindado,negative
bloquear,negative
bloqueo,negative
bloqueos,negative
boato,positive
boba,negative
bobalicón,positive
bobas,negative
bobo,positive
bobos,negative
bocata,negative
bocazas,negative
bochinche,negative
bochornoso,negative
bocon,negative
bodrio,negative
bodrios,negative
boehmeria,negative
bofetada,negative
boicot,negative
boicotear,negative
bollo,positive
boludo,negative
bomba,negative
bombarda,negative
bombardear,negative
bombardeo,negative
bombo,positive
bombon,positive
bonanza,positive
bondad,positive
bondades,positive
bondadosa,positive
bondadosamente,positive
bondadosas,positive
bondadoso,positive
bondadosos,positive
bonhomía,positive
bonitamente,positive
bonito,positive
bonos,positive
boquear,negative
boquiabierta,negative
boquiabiertas,negative
boquiabierto,positive
boquiabiertos,negative
borde,negative
borrable,positive
borracha,negative
borrachas,negative
borracho,negative
borrachos,negative
borrada,negative
borradas,negative
borrado,negative
borrados,negative
borrar,negative
borrascoso,negative
borrosa,negative
borrosas,negative
borroso,negative
borrosos,negative
borrón,negative
bostezar,negative
bostezo,negative
botarate,negative
botín,negative
boyante,positive
boyantes,positive
braveza,negative
bravo,positive
bravucon,negative
bravura,negative
brecha,negative
brega,negative
brete,negative
bribon,negative
briboneria,negative
bribones,negative
bribón,negative
brilla,positive
brillando,positive
brillante,positive
brillanteces,positive
brillantemente,positive
brillantes,positive
brillantez,positive
brillar,positive
brillo,positive
brindar,positive
brindar por,positive
brindis,positive
brio,positive
brioso,positive
brisa,positive
broma,positive
bromear,positive
bromista,positive
bronca,negative
bronco,negative
bronquiolitis,negative
bronquitico,negative
bronquitis,negative
brote,negative
bruja,negative
brujo,negative
brumosa,negative
brumosas,negative
brumoso,negative
brumosos,negative
brusca,negative
bruscamente,negative
bruscas,negative
brusco,negative
bruscos,negative
brusquedad,positive
bruta,negative
brutal,negative
brutalidad,negative
brutalidades,negative
brutalizar,negative
brutalmente,negative
brutas,negative
bruto,positive
brutos,negative
brío,positive
buen,positive
buena,positive
buena voluntad,positive
buenas,positive
buenas noches,positive
buenisima,positive
buenisimas,positive
bueno,positive
buenos,positive
buenosdias,positive
buenosdías,positive
buf,negative
bufar,negative
bufon,negative
bufón,negative
bug,negative
buitre,negative
bujarra,negative
bula,positive
bullanguero,positive
bullicio,negative
bulliciosa,negative
bulliciosas,negative
bullicioso,positive
bulliciosos,negative
bullir,negative
bulo,negative
bunuelo,negative
burla,positive
burlada,negative
burladas,negative
burlado,negative
burlados,negative
burlandose,negative
burlar,positive
burlarse,negative
burlarse de,negative
burlas,negative
burlon,negative
burlonamente,negative
burlándose,negative
burlón,negative
burra,negative
burras,negative
burro,negative
burros,negative
buscar evasivas,negative
bárbaramente,negative
bárbaro,negative
cabal,positive
caballeria,positive
caballeriza,positive
caballero,positive
caballerosa,positive
caballerosas,positive
caballerosidad,positive
caballeroso,positive
caballerosos,positive
caballería,positive
cabestro,negative
cabeza de turco,negative
cabezon,negative
cabezota,negative
cabezudo,negative
cabizbajo,negative
cabizcaído,negative
cabreado,negative
cabrear,negative
cabrearse,negative
cabron,negative
cabrona,negative
cabrón,negative
caca,negative
cacao,negative
cacareo,negative
cacareos,negative
cacatua,negative
cachete,negative
cachondo,positive
caco,negative
cacofonia,negative
cacofonico,negative
cacogenesis,negative
cadaver,negative
caducar,negative
cadáver,negative
cae,negative
caer,negative
caer gordo,negative
caerse,negative
cagada,negative
cagarria,negative
cagarse,negative
caguendiós,negative
cagueta,negative
caida,negative
caidas,negative
caido,negative
caidos,negative
calabozo,negative
calabozos,negative
calaca,negative
calambrazo,negative
calambre,negative
calambres,negative
calamidad,negative
calamidades,negative
calamitosa,negative
calamitosas,negative
calamitoso,negative
calamitosos,negative
calavera,negative
calcado,negative
calcinar,negative
calcular mal,negative
calibre,positive
calida,positive
calidad,positive
calidad positiva,positive
calidamente,positive
calidas,positive
calidez,positive
calido,positive
calidos,positive
caliente,positive
calientes,positive
calificado,positive
calificar,positive
caligrafia,positive
callosa,negative
callosas,negative
calloso,negative
callosos,negative
calma,positive
calmado,positive
calmante,positive
calmar,positive
calmarse,positive
calmo,positive
calofrío,negative
calor,positive
calores,positive
calumnia,negative
calumniador,negative
calumniar,negative
calumnias,negative
calumnie,negative
calumniosa,negative
calumniosamente,negative
calumniosas,negative
calumnioso,negative
calumniosos,negative
calurosamente,positive
calva,negative
calvario,negative
calvas,negative
calvatrueno,negative
calvo,negative
calvos,negative
calzonazos,negative
camanduleria,negative
camarada,positive
camaradería,positive
camarilla,negative
cambio,positive
camelar,negative
camelo,positive
camorra,negative
camorrista,negative
campante,positive
campanudo,negative
campeon,positive
campeona,positive
campeonas,positive
campeones,positive
campeón,positive
canalla,negative
canallesco,negative
canallescos,negative
canastos,negative
cancamurria,negative
cancelar,negative
cancer,negative
cancerosa,negative
cancerosas,negative
canceroso,negative
cancerosos,negative
candido,positive
candor,positive
canela fina,positive
canibal,negative
canibalizar,negative
canijo,negative
canjeable,positive
cansada,negative
cansadas,negative
cansado,negative
cansados,negative
cansancia,negative
cansancias,negative
cansancio,negative
cansancios,negative
cansar,negative
cansarse,negative
cansina,negative
cansino,negative
cantable,positive
cantada,negative
cante,negative
caníbal,negative
caos,negative
caotica,negative
caoticas,negative
caotico,negative
caoticos,negative
capaces,positive
capacidad,positive
capacidades,positive
capacitado,positive
capaz,positive
capichos,negative
capital,positive
capitular,negative
capricho,negative
caprichosa,negative
caprichosamente,negative
caprichosas,negative
caprichoso,positive
caprichosos,negative
captivar,positive
capturar,positive
cara,negative
caracho,negative
caracoles,negative
caracter,positive
caradura,negative
carajo,negative
caramba,positive
caramelo,positive
caras,negative
carbonado,negative
carcajada,positive
carcel,negative
cardenal,negative
carecer,positive
carecer de,negative
carecida,negative
carecidas,negative
carecido,negative
carecidos,negative
carencia,negative
carente,negative
carente de,negative
carestia,positive
carga,negative
cargante,negative
cargar,negative
cargarse,negative
cargoso,negative
cariarse,negative
caricatura,negative
caricaturizar,negative
caridad,positive
caries,negative
carino,positive
carinoso,positive
carisima,negative
carisimas,negative
carisimo,negative
carisimos,negative
carisma,positive
carismatica,positive
carismatico,positive
carismático,positive
caritativa,positive
caritativas,positive
caritativo,positive
caritativos,positive
cariño,positive
cariñosa,positive
cariñosamente,positive
cariñoso,positive
carminativo,positive
carnicera,negative
carniceras,negative
carniceria,negative
carnicero,negative
carniceros,negative
carnosidad,negative
carnoso,negative
caro,negative
caros,negative
carroña,negative
cartilaginoso,negative
cascarrabias,negative
cascarria,negative
caseoso,negative
casero,negative
caso omiso,negative
casqueria,negative
castidad,positive
castigable,negative
castigador,positive
castigar,negative
castigo,negative
castigos,negative
casto,positive
castrado,negative
castrados,negative
castrar,negative
casual,positive
catabolico,negative
cataclismica,negative
cataclismicamente,negative
cataclismico,negative
cataclismo,negative
cataclismos,negative
catacresis,negative
catarro,negative
catastrofe,negative
catastrofica,negative
catastroficamente,negative
catastroficas,negative
catastrofico,negative
catastroficos,negative
catastróficamente,negative
catastrófico,negative
cate,negative
cateta,negative
cateto,negative
catástrofe,negative
catástrofes,negative
caucion,negative
causado,negative
causar molestia a,negative
caustica,negative
